ATCWGS_46	XY	0	ATCWGS_46-N	1	/scratch/n/nicholsa/zyfniu/AN_WGS/raw/bam/ATCWGS-46N_realigned_recalibrated_merged.bam_reheadered.bam
ATCWGS_46	XY	1	ATCWGS_46-A	1	/scratch/n/nicholsa/zyfniu/AN_WGS/raw/bam/ATCWGS-46A_realigned_recalibrated_merged.bam_reheadered.bam
