HPV5,normal,ILLUMINA,L2,$SCRATCH/fastq/192B_S2_L002_R1_001.fastq.gz,$SCRATCH/fastq/192B_S2_L002_R2_001.fastq.gz
HPV5,tumor,ILLUMINA,L1,$SCRATCH/fastq/192T_S1_L001_R1_001.fastq.gz,$SCRATCH/fastq/192T_S1_L001_R2_001.fastq.gz
HPV5,tumor,ILLUMINA,L2,$SCRATCH/fastq/192T_S1_L002_R1_001.fastq.gz,$SCRATCH/fastq/192T_S1_L002_R2_001.fastq.gz
